Width (px),Height (px),Width (cm),Distance to screen,Screen number,Device,height,faceHeight,faceWidth,circleRadius,centerx,centery,rightx,rightEdge,leftx,leftEdge,spacer
2560,1600,30,50,0,Laptop,0.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,0,0.39999999999999997,0.6000000000000001,16.666666666666664,-0.6000000000000001,-0.0,0.6000000000000001
