trial,trialType,reactionTime,correctness
0,Red,1.3354154659900814,-1
1,Blue,0.5099486059916671,True
2,Red,0.4474340070155449,-1
3,Red,0.46704335100366734,False
4,Blue,0.8819083120033611,-2
5,Blue,0.3830982910003513,True
6,Blue,0.5669165329891257,True
7,Blue,0.7109473500167951,True
8,Red,0.7269642850151286,-1
9,Red,0.5280894640018232,False
