trial,trialType,reactionTime,correctness
0,Red,0.6415059409919195,False
1,Blue,0.44574527701479383,-2
2,Red,0.47579133001272567,False
3,Red,0.5260457830154337,False
4,Red,1.1688218399940524,False
5,Blue,0.643113630998414,-2
6,Blue,0.6589005440182518,-2
7,Red,0.912607553997077,False
8,Blue,0.6676634599862155,-2
9,Blue,0.7148586330004036,-2
