trial,trialType,reactionTime,correctness
0,Red,1.325569272012217,-1
1,Red,0.4599834849941544,-1
2,Red,0.3914430480072042,-1
3,Blue,0.4501715160004096,True
4,Blue,0.5024811320035951,True
5,Blue,0.524338795003132,True
6,Blue,0.39650265900127124,True
7,Blue,0.8286518539971439,True
8,Red,0.39308306699967943,-1
9,Red,0.3363053400098579,-1
