Angle of Rotation,Direction,Eccentricity,Reaction Time (s)
0.0,2,0,0.33189900004072115
0.0,2,0,0.25405349995708093
0.0,0,0,0.2386392999906093
0.0,0,0,0.2190843999851495
0.0,2,0,0.22448889998486266
0.0,2,0,0.262312600039877
0.0,0,0,0.21816500002751127
0.0,0,0,0.20473860000493005
0.0,0,0,0.21891180000966415
0.0,0,0,0.19278899999335408
0.0,2,0,0.19001289998413995
0.0,2,0,0.22357629996258765
0.0,0,0,0.2599227000027895
0.0,2,0,0.20851600001333281
0.0,0,0,0.20648789999540895
0.0,2,0,0.27524769998854026
0.0,2,0,0.1946431999676861
0.0,0,0,0.2011330000241287
0.0,2,0,0.19411500002024695
0.0,0,0,0.29962379997596145
0.0,0,0,0.20446480001555756
0.0,2,0,0.22286179999355227
0.0,0,0,0.22471639997093007
0.0,0,0,0.24264379998203367
0.0,2,0,0.2191410000086762
0.0,2,0,0.2601468999637291
0.0,0,0,0.2487214999855496
0.0,2,0,0.21019589999923483
0.0,0,0,0.19670730002690107
0.0,2,0,0.2343875999795273
0.0,0,0,0.21970519999740645
0.0,2,0,0.18744480004534125
0.0,2,0,0.174306400003843
0.0,0,0,0.1384717000182718
0.0,0,0,0.2100545999710448
0.0,0,0,0.0363453000318259
0.0,2,0,0.23599110002396628
0.0,0,0,0.17195980000542477
0.0,2,0,0.2092504000174813
0.0,2,0,0.2805965999723412
0.0,2,0,0.17972349998308346
0.0,0,0,0.19286880001891404
0.0,0,0,0.18561369995586574
0.0,0,0,0.2349444999708794
0.0,2,0,0.1925014999578707
0.0,2,0,0.22916290001012385
0.0,0,0,0.18126089998986572
0.0,2,0,0.022749600000679493
0.0,0,0,0.2588794999755919
0.0,2,0,0.22952200000872836
0.0,2,0,0.1498641999787651
0.0,2,0,0.22163089999230579
0.0,0,0,0.19808290002401918
0.0,2,0,0.25710339995566756
0.0,0,0,0.22907739999936894
0.0,0,0,0.18620609998470172
0.0,2,0,0.21558890002779663
0.0,0,0,0.1952698000241071
0.0,0,0,0.04179649997968227
0.0,2,0,0.2422012999886647
