Angle of Rotation,Direction,Eccentricity,Reaction Time (s)
90.0,2,0,0.9099932499811985
0.0,2,0,0.5586045419913717
90.0,2,0,0.4415292500052601
0.0,2,0,0.5992034160299227
90.0,2,0,0.4765778749715537
0.0,0,0,0.5455275410204194
90.0,2,0,0.5852387920022011
0.0,0,0,0.5848144170013256
0.0,2,0,0.5457054590224288
90.0,0,0,0.46267383301164955
0.0,0,0,0.6198885830235668
0.0,0,0,0.5156993750133552
90.0,2,0,0.6827282499871217
0.0,0,0,1.2547754170373082
90.0,2,0,0.5044627920142375
0.0,0,0,0.4819174999720417
0.0,0,0,0.5455413329764269
0.0,2,0,0.580282416951377
0.0,2,0,0.4868532919790596
90.0,0,0,0.48331991699524224
90.0,0,0,0.5021399579709396
0.0,0,0,0.5941670830361545
90.0,0,0,1.6126633329549804
0.0,2,0,0.47053787496406585
90.0,0,0,0.5976765420055017
0.0,2,0,0.6371289580129087
90.0,2,0,0.5908804169739597
90.0,2,0,0.4924582920502871
90.0,0,0,0.6262022079899907
0.0,0,0,0.671345708949957
