Angle of Rotation,Direction,Eccentricity,Reaction Time (s)
0.0,0,0,0.279428400011966
0.0,0,0,0.24162259997683577
0.0,2,0,0.2702915999980178
0.0,0,0,0.23663790000136942
0.0,0,0,0.23844210000243038
0.0,0,0,0.22766120001324452
0.0,2,0,0.2743205000006128
0.0,0,0,0.26568979999865405
0.0,2,0,0.25396210001781583
0.0,0,0,0.23902520001865923
0.0,0,0,0.22113990000798367
0.0,0,0,0.2369798000145238
0.0,0,0,0.23307829999248497
0.0,2,0,0.21750739999697544
0.0,2,0,0.2550193000060972
0.0,0,0,0.2497942000045441
0.0,0,0,0.2101548999780789
0.0,2,0,0.2611286999890581
0.0,0,0,0.2521022000000812
0.0,2,0,0.22322669997811317
0.0,0,0,0.25088289999985136
0.0,2,0,0.22203229999286123
0.0,0,0,0.2025994999858085
0.0,2,0,0.26515809999546036
0.0,0,0,0.22179700000560842
0.0,2,0,0.24674780000350438
0.0,2,0,0.2519802000024356
0.0,2,0,0.26166859999648295
0.0,0,0,0.295992400002433
0.0,0,0,0.25930209999205545
0.0,2,0,0.24932870001066476
0.0,2,0,0.24467129999538884
0.0,0,0,0.22989570000208914
0.0,2,0,0.23419409999041818
0.0,2,0,0.21933059999719262
0.0,2,0,0.20398230000864714
0.0,0,0,0.2913834000064526
0.0,2,0,0.2227019999991171
0.0,0,0,0.2569745999935549
0.0,2,0,0.21408800000790507
0.0,2,0,0.2504041999927722
0.0,0,0,0.15123509999830276
0.0,0,0,0.22088420001091436
0.0,0,0,0.24931199999991804
0.0,2,0,0.22641390000353567
0.0,0,0,0.22247830001288094
0.0,0,0,0.2301290000032168
0.0,2,0,0.24512790000881068
0.0,2,0,0.2492842999927234
0.0,0,0,0.25377450001542456
0.0,2,0,0.22870599999441765
0.0,2,0,0.2535149999894202
0.0,2,0,0.2354238000116311
0.0,0,0,0.2384994000021834
0.0,0,0,0.2288084999890998
0.0,2,0,0.2117619999917224
0.0,0,0,0.21596979998867027
0.0,2,0,0.20225239999126643
0.0,2,0,0.21559120001620613
0.0,2,0,0.22845090000191703
