Angle of Rotation,Direction,Eccentricity,Reaction Time (s)
0.0,2,0,0.43189801697735675
0.0,2,0,0.3974690969916992
0.0,2,0,0.3486092269886285
0.0,0,0,0.36266544499085285
0.0,2,0,0.3498726369871292
0.0,2,0,0.37748067098436877
0.0,0,0,0.38971275099902414
0.0,0,0,0.42373442399548367
0.0,0,0,0.3088445639878046
0.0,0,0,0.3108429910207633
0.0,0,0,0.28677093601436354
0.0,2,0,0.2888002719846554
0.0,0,0,0.26824155100621283
0.0,2,0,0.26565213297726586
0.0,0,0,0.4558516909892205
0.0,2,0,0.21456044999649748
0.0,2,0,0.2613548719964456
0.0,2,0,0.2835914659954142
0.0,2,0,0.2575165680027567
0.0,2,0,0.2915449010033626
0.0,2,0,0.2639481920050457
0.0,2,0,0.2893758159771096
0.0,0,0,0.20929516400792636
0.0,2,0,0.23353789499378763
0.0,0,0,0.2656376730010379
0.0,0,0,0.28638805297669023
0.0,2,0,0.3108373519789893
0.0,0,0,0.27727420200244524
0.0,2,0,0.26187521999236196
0.0,0,0,0.07240434299455956
0.0,2,0,0.2972452040121425
0.0,2,0,0.30146326901740395
0.0,0,0,0.33648758701747283
0.0,2,0,0.2817717400030233
0.0,0,0,0.29414665402146056
0.0,2,0,0.2800734540214762
0.0,0,0,0.26236958100344054
0.0,0,0,0.2804916509776376
0.0,2,0,0.2928949919878505
0.0,2,0,0.26722467501531355
0.0,2,0,0.2721608410065528
0.0,0,0,0.32379926499561407
0.0,0,0,0.17638936400180683
0.0,0,0,0.29876264999620616
0.0,2,0,0.363546929002041
0.0,0,0,0.28845746198203415
0.0,2,0,0.27920443000039086
0.0,0,0,0.24374084000010043
0.0,0,0,0.29913156700786203
0.0,0,0,0.4359599899908062
0.0,2,0,0.3473622849851381
0.0,2,0,0.288316282996675
0.0,2,0,0.22997099900385365
0.0,0,0,0.25532510998891667
0.0,2,0,0.20052175599266775
0.0,0,0,0.28651713600265794
0.0,0,0,0.2746380230237264
0.0,0,0,0.18443325301632285
0.0,0,0,0.25263532999088056
0.0,0,0,0.2738295520248357
