Width (px),Height (px),Width (cm),Distance to screen,Screen number,Device,height,faceHeight,faceWidth,circleRadius,centerx,centery,rightx,rightEdge,leftx,leftEdge,spacer
2560,1600,33.782,50,0,Laptop,1.0,0.7375,0.6875,0.6875,0.0,0.49999999999999994,0.6799999999999999,13.901654411764707,-0.6499999999999998,14.543269230769235,0.7437500000000001
